Cluster, Domain, DomianType
Cluster 0, intel.com, -1
Cluster 0, shgps.net, 1
Cluster 0, saj-solar.com, 1
Cluster 0, 518gps.com, 1
Cluster 0, gpscar.cn, 1
Cluster 0, iotserver.cn, 1
Cluster 0, digilink086.com, 1
Cluster 0, sxdl518.com, 1
Cluster 0, ip138.com, -1
Cluster 0, qiji110.com, 1
Cluster 0, iotchs.xyz, -1
Cluster 0, kuizhen.net, 1
Cluster 0, ztitek.com, -1
Cluster 0, songsongbei.com, 1
Cluster 0, shouqiev.net, -1
Cluster 0, navercorp.com, -1
Cluster 0, suojunpower.com, -1
Cluster 0, bdzhdw.com, 1
Cluster 0, sinotruksfs.com, 1
Cluster 0, tincere.link, 1
Cluster 0, mwcloudcdn.com, -1
Cluster 0, gpsui.net, 1
Cluster 0, izhihuibox.cn, 1
Cluster 0, shzykj.com, 1
Cluster 0, 365chean.com, -1
Cluster 0, chongdian.club, 1
Cluster 0, insistek-sh.com, 0
Cluster 0, newlandpayment.com, 1
Cluster 0, fb.com, -1
Cluster 0, cetgps3.com, 1
Cluster 0, jylengku.com, 1
Cluster 0, spc.com.cn, 1
Cluster 0, hwxcar.com, -1
Cluster 0, focus-dream.com, -1
Cluster 0, iarcar.cn, 1
Cluster 0, cmmat.com, 1
Cluster 0, gpskk.com, 0
Cluster 0, xddtech.com, 1
Cluster 0, chesudi.net, 1
Cluster 0, dzgas.net, -1
Cluster 0, wuxianchaobiao.com, -1
Cluster 0, gps8653.com, 1
Cluster 0, shui.cn, 1
Cluster 0, issks.com, 1
Cluster 0, taoxixi.com, -1
Cluster 0, xiaoantech.com, -1
Cluster 0, 51takeit.com, -1
Cluster 0, g.cn, 0
Cluster 0, flickr.com, -1
Cluster 0, ubinavi.com.cn, 1
Cluster 0, aotie-dtu.cc, -1
Cluster 0, vipwifi.net, 1
Cluster 0, aykj0577.com, -1
Cluster 0, sanquan.com, 1
Cluster 0, tbitgps.com, 0
Cluster 0, shztzn.com, -1
Cluster 0, watretgps.com, -1
Cluster 0, zblbs.cn, -1
Cluster 0, liebao.cn, -1
Cluster 0, coldclouds.com, -1
Cluster 0, puxuntech.com, 1
Cluster 0, xf-yun.com, 0
Cluster 0, qiyi.com, -1
Cluster 0, abycb.com, 1
Cluster 0, cabrtc.com, -1
Cluster 0, fxxz.com, -1
Cluster 0, tarollcake.com, -1
Cluster 0, wh028.com, -1
Cluster 0, soundtooth.cn, 1
Cluster 0, aninitn.com, 1
Cluster 0, smten.com, 1
Cluster 0, ctreader.com, -1
Cluster 0, wondware.com, -1
Cluster 0, gpsbd.cn, 1
Cluster 0, evclub.com, -1
Cluster 0, 50bang.org, 0
Cluster 0, cc9996.com, 1
Cluster 0, zuche.com, 1
Cluster 0, yunovo.cn, 1
Cluster 0, yunshen918.com, -1
Cluster 0, ifreeztech.com, -1
Cluster 0, rkdatabase.com, -1
Cluster 0, gps021.net, 0
Cluster 0, bjrszn.cn, 1
Cluster 0, fleet-online.cn, 1
Cluster 0, 8325.com, -1
Cluster 0, sinohb.com, -1
Cluster 0, p2cdn.com, -1
Cluster 0, starcharge.com, 1
Cluster 0, jdpay.com, -1
Cluster 0, xidiancd.com, 1
Cluster 0, neoriver.cn, 1
Cluster 0, a-cube.cn, -1
Cluster 0, 51fubei.com, -1
Cluster 0, hyperwsn.com, -1
Cluster 0, lvkedu.com, 1
Cluster 0, 1-chong.com, -1
Cluster 0, ytimg.com, -1
Cluster 0, novaecs.com, 1
Cluster 0, jimiagps.com, -1
Cluster 0, rotai.cn, 1
Cluster 0, kcnzq.com, -1
Cluster 0, gpsmi.com, -1
Cluster 0, umlxny.com, 1
Cluster 0, ysepay.com, 1
Cluster 0, chedaia.com, 1
Cluster 0, ce-safe.com, -1
Cluster 0, lierdae-hub.com, 1
Cluster 0, ksf.com.cn, 1
Cluster 0, lexqf.com, -1
Cluster 0, huabaotech.com, 1
Cluster 0, t-vom.com, 1
Cluster 0, hedevice.com, -1
Cluster 0, mookie1.cn, -1
Cluster 0, iqqot.cn, -1
Cluster 0, dianxinos.com, -1
Cluster 0, weixincall.com, 1
Cluster 0, huanxinghuoli.cn, -1
Cluster 0, zjoyvd.com, 1
Cluster 0, ragentek.com, 1
Cluster 0, xiandinggps.com, 1
Cluster 0, gtwear.com, -1
Cluster 0, lemobar.com, 1
Cluster 0, wanmagps.com, 1
Cluster 0, monpump.net, -1
Cluster 0, cangowin.com, 1
Cluster 0, 100-bike.com, 1
Cluster 0, duba.net, -1
Cluster 0, yunchongba.com, 1
Cluster 0, sofar110.net, -1
Cluster 0, growatt.com, 1
Cluster 0, lewei666.com, 1
Cluster 0, bfgps.net.cn, 1
Cluster 0, 008gps.com, 0
Cluster 0, vbersky.com, -1
Cluster 0, mk-dog.com, -1
Cluster 0, weidaigps.com, -1
Cluster 0, chargedot.com, 1
Cluster 0, gps021.cn, -1
Cluster 0, 3g-elec.com, 1
Cluster 0, ve-link.com, 1
Cluster 0, 3322.org, -1
Cluster 0, cnpost-sposter.com, -1
Cluster 0, mozilla.com, -1
Cluster 0, leancloud.cn, -1
Cluster 0, leyaoyao.com, -1
Cluster 0, myoppo.com, -1
Cluster 0, andkids.cn, -1
Cluster 0, aika168.com, 1
Cluster 0, bfeedback.com, -1
Cluster 0, xfinfr.com, -1
Cluster 0, shouqianba.com, 1
Cluster 0, xmgxamy.com, 1
Cluster 0, hanergy.com, -1
Cluster 0, hopelead.link, -1
Cluster 0, weighingcloud.com, 1
Cluster 0, 009gps.com, 1
Cluster 0, iask.in, 0
Cluster 0, huixun.me, -1
Cluster 0, g-bos.cn, -1
Cluster 0, qchannel04.cn, -1
Cluster 0, hiveset.com, 1
Cluster 0, vcyberobd.com, 1
Cluster 0, xunyou.mobi, -1
Cluster 0, cloud-jinhua.com, 1
Cluster 0, sirf.com, -1
Cluster 0, adbgps.com, -1
Cluster 0, yuelongxinxi.com, 1
Cluster 0, yutong.com, -1
Cluster 0, baidubce.com, 0
Cluster 0, coneton.com, 1
Cluster 0, kamaqc.com, 1
Cluster 0, senthink.com, 1
Cluster 0, cheweibing.cn, -1
Cluster 0, gpscx.com, 1
Cluster 0, sunvou.com, 1
Cluster 0, tslsmart.com, -1
Cluster 0, actia-cvc.com, 1
Cluster 0, gnssgis.com, 1
Cluster 0, tcdnlive.com, -1
Cluster 0, shuncom.com.cn, -1
Cluster 0, gpsatr.com, 1
Cluster 0, ubuntu.com, -1
Cluster 0, 91miaogu.com, 1
Cluster 0, gvt2.com, -1
Cluster 0, iotkit.net, -1
Cluster 0, cellocation.com, 1
Cluster 0, linkores.com, 1
Cluster 0, ucalgary.ca, 0
Cluster 0, dola520.com, -1
Cluster 0, sofoiot.com, 1
Cluster 0, s-water.cn, -1
Cluster 0, jlwifi.com, -1
Cluster 0, imtmp.net, -1
Cluster 0, whatsapp.com, -1
Cluster 0, conti-x.cn, -1
Cluster 0, yuyue.com.cn, 1
Cluster 0, intestcar.com.cn, 1
Cluster 0, 9555168.cn, 1
Cluster 0, gps1168.com, 1
Cluster 0, gzncloud.com, 1
Cluster 0, ydnest.com, 1
Cluster 0, wwvas.com, 1
Cluster 0, car-day.cn, -1
Cluster 0, zuotoujing.net, -1
Cluster 0, twitter.com, -1
Cluster 0, michicloud.cn, 1
Cluster 0, dimiccs.com, -1
Cluster 0, ieyes.org.cn, -1
Cluster 0, gooncheck.com, -1
Cluster 0, immomogame.com, -1
Cluster 0, inhandnetworks.com, 0
Cluster 0, andmage.com, -1
Cluster 0, gps688.com, 1
Cluster 0, 10663030.com, 1
Cluster 0, gps19.com, 1
Cluster 0, goo.gl, 0
Cluster 0, linkio.cn, -1
Cluster 0, xiaowm.com, 1
Cluster 0, cnview.com.cn, 1
Cluster 0, vect.com.cn, 1
Cluster 0, dcloud.net.cn, 1
Cluster 0, pubds.com, 1
Cluster 0, 51kuaibi.com, 1
Cluster 0, eleme.cn, -1
Cluster 0, pingan.com.cn, 1
Cluster 0, dedaotsp.cn, 1
Cluster 0, yprinter.com, 1
Cluster 0, imlaidian.com, 1
Cluster 0, vcyber.com, 1
Cluster 0, basewin.com, 1
Cluster 0, e-powerkeeper.com, -1
Cluster 0, rtzltech.cn, 1
Cluster 0, szbenway.com, 1
Cluster 0, gwgps.net.cn, -1
Cluster 0, ehoo-smart.cn, -1
Cluster 0, qqfind.me, 1
Cluster 0, wst1688.com, -1
Cluster 0, anchehui.cn, -1
Cluster 0, cmobd.com, 1
Cluster 0, vrcp51.com, 1
Cluster 0, 618gps.com, 1
Cluster 0, lkkids.com, -1
Cluster 0, hoho56.com, -1
Cluster 0, zk2013.com, 1
Cluster 0, chelianjk.com, 1
Cluster 0, kypt.cn, 1
Cluster 0, chinavem.com, 1
Cluster 0, huxijia.cn, 1
Cluster 0, solarmanpv.com, -1
Cluster 0, counect.com, -1
Cluster 0, 365gps.com, -1
Cluster 0, zjmon.top, -1
Cluster 0, 365daoyou.cn, -1
Cluster 0, lnbeidou.net, -1
Cluster 0, rayeye.cn, -1
Cluster 0, google.fr, -1
Cluster 0, ht-solar.com, 1
Cluster 0, mcgps.cn, -1
Cluster 0, carhere.net, 1
Cluster 0, vodofo.com, 1
Cluster 0, dropbox.com, -1
Cluster 0, duoyue.net, 1
Cluster 0, 810880.com, 1
Cluster 0, google.cn, 0
Cluster 0, rechx.com, 1
Cluster 0, duoxieyun.com, 1
Cluster 0, google.ca, -1
Cluster 0, abax-china.com, 1
Cluster 0, ytl-s.com, -1
Cluster 0, adsunflower.com, 0
Cluster 0, hshh.org, -1
Cluster 0, 91kulala.com, 1
Cluster 0, 10ss.net, 1
Cluster 0, shengpay.com, 1
Cluster 0, agriccerebra.com, -1
Cluster 0, solardrv.cn, 1
Cluster 0, mybank.cn, -1
Cluster 0, vsmart.top, 1
Cluster 0, jiweisen.com, 1
Cluster 0, mission-ciyco.com, 1
Cluster 0, fxftcar.com, -1
Cluster 0, mini361.com, 1
Cluster 0, kl001.net, 0
Cluster 0, iskyct.com, 1
Cluster 0, cloudbirds.com.cn, 1
Cluster 0, shesi.org, -1
Cluster 0, hwawo.com, 1
Cluster 0, izhangkong.com, 1
Cluster 0, smartpeak.cn, 1
Cluster 0, mumakid.com, -1
Cluster 0, coldwang.com, 1
Cluster 0, 51xgame.com, 0
Cluster 0, zjqunshuo.com, 1
Cluster 0, usr.cn, 1
Cluster 0, yinliancn.com, -1
Cluster 0, charginghome.net, -1
Cluster 0, boorgeel.com, -1
Cluster 0, xycdn.com, -1
Cluster 0, ankocp.com, 1
Cluster 0, powerpower.net, -1
Cluster 0, stointl.com, 1
Cluster 0, xlvren.com, 1
Cluster 0, cootek.com, -1
Cluster 0, gjcar.com, 1
Cluster 0, chexiao.co, -1
Cluster 0, qtopay.cn, 1
Cluster 0, qfxup.com, 1
Cluster 0, zhenhuaonline.cn, 1
Cluster 0, winlbs.com, -1
Cluster 0, time.edu.cn, -1
Cluster 0, cozzia.com.cn, 1
Cluster 0, roistar.net, -1
Cluster 0, dongjian.cc, -1
Cluster 0, lingxicloud.com, -1
Cluster 0, novoyun.com, 1
Cluster 0, tptri.cn, 1
Cluster 0, lfengmobile.com, -1
Cluster 0, airm2m.com, 1
Cluster 0, lannyapp.net, -1
Cluster 0, df-99.com, -1
Cluster 0, baselocattest.cn, -1
Cluster 0, bcgogo.com, 1
Cluster 0, isonf.com, 1
Cluster 0, zizilaidian.com, -1
Cluster 0, f3322.net, -1
Cluster 0, sudiyi.cn, 1
Cluster 0, zg666gps.com, 1
Cluster 0, longxiang.biz, 1
Cluster 0, envisioncn.com, 1
Cluster 0, hao123.com, -1
Cluster 0, paysrun.com, -1
Cluster 0, gpslink.cn, 1
Cluster 0, gicp.net, -1
Cluster 0, rongtai-china.com, 1
Cluster 0, idatatank.com, 1
Cluster 0, sourcetech.cn, -1
Cluster 0, 567gps.com, 1
Cluster 0, askdwl.com, 1
Cluster 0, ablecloud.cn, 1
Cluster 0, y-moto.com, -1
Cluster 0, shgps.cn, -1
Cluster 0, sf-trailernet.com, 1
Cluster 0, tianyigps.cn, -1
Cluster 0, eyskj.com, -1
Cluster 0, uml-tech.com, 1
Cluster 0, 51appupdate.com, -1
Cluster 0, zongs365.cn, 1
Cluster 0, shweidong.com, 1
Cluster 0, youtube.com, -1
Cluster 0, qmlog.cn, -1
Cluster 0, moootooo.com, -1
Cluster 0, listentech.com.cn, 1
Cluster 0, karaku.cn, 1
Cluster 0, jjsan.com, -1
Cluster 0, weimaqi.net, 1
Cluster 0, sky200.com, 1
Cluster 0, szime.com, 1
Cluster 0, calliance.com.cn, 1
Cluster 0, v2ex.co, -1
Cluster 0, clouddatasrv.com, 1
Cluster 0, iauto360.cn, -1
Cluster 0, fjcxkj.com, 1
Cluster 0, gps1818.cn, 1
Cluster 0, huidesichuang.com, 1
Cluster 0, carsecretary.com, 1
Cluster 0, evcard.vip, -1
Cluster 0, sssyin.cn, 1
Cluster 0, 44gps.cn, 1
Cluster 0, szdatacenter.com, 0
Cluster 0, ofo.com, -1
Cluster 0, citylms.cn, -1
Cluster 0, ctripgslb.com, -1
Cluster 0, homewell.com.cn, 1
Cluster 0, yunvend.cn, -1
Cluster 0, yuweicloud.com, -1
Cluster 0, bd2012.com, -1
Cluster 0, szdatasource.com, 0
Cluster 0, tuyacn.com, 1
Cluster 0, 95155.com, 1
Cluster 0, vicp.cc, -1
Cluster 0, chinaumswh.com, -1
Cluster 0, tempoon.com, 1
Cluster 0, 21com.com, 1
Cluster 0, dftt.com.cn, 1
Cluster 0, mmrou.com, 1
Cluster 0, huina365.com, -1
Cluster 0, 5hbb.com, -1
Cluster 0, jointcontrols.cn, 1
Cluster 0, huazhuangapp.com, -1
Cluster 0, shedi.com, 1
Cluster 0, senqiangsoft.com, 1
Cluster 0, nhncorp.com, 0
Cluster 0, chainwayits.cn, 1
Cluster 0, fpdiov.com, -1
Cluster 0, goodwe-power.com, -1
Cluster 0, a6gps.com, 1
Cluster 0, 1931.com, -1
Cluster 0, wendu114.com, 1
Cluster 0, 51miaomiao.com, 1
Cluster 0, mzjmedia.com, -1
Cluster 0, runxintx.cn, -1
Cluster 0, bestzone.org, 1
Cluster 0, qdigo.com, 1
Cluster 0, ntp.org, -1
Cluster 0, e-buychina.com, 1
Cluster 0, yeahka.com, 1
Cluster 0, yesway.cn, 1
Cluster 0, waimungtech.com, 1
Cluster 0, xrdgps.com, 1
Cluster 0, cheoa.cn, -1
Cluster 0, dfmc.com.cn, 1
Cluster 0, hhydzf.com, -1
Cluster 0, zhangshangyuebing.com, 1
Cluster 0, vicp.io, -1
Cluster 0, sto-express.cn, 1
Cluster 0, shijicloud.com, 1
Cluster 0, aliyun.com, 0
Cluster 0, glucosemanage.com, 1
Cluster 0, 666gps.net, 1
Cluster 0, bdgps168.com, -1
Cluster 0, gepush.com, 0
Cluster 0, qijigps.com, -1
Cluster 0, vveye.net, -1
Cluster 0, wasu.tv, 0
Cluster 0, gps588.com, 1
Cluster 0, quick-pass.net, 1
Cluster 0, baojia.com, -1
Cluster 0, lechange.cn, -1
Cluster 0, gps18.com, 0
Cluster 0, yespowering.cn, -1
Cluster 0, twimg.com, -1
Cluster 0, haier.net, 1
Cluster 0, wlwltech.com, -1
Cluster 0, 1391.com, -1
Cluster 0, 4001882367.com, -1
Cluster 0, taiyangos.com, 1
Cluster 0, dkwgps.com, 1
Cluster 0, jchoice.cn, 1
Cluster 0, twdk.net, 1
Cluster 0, 31001006.com, -1
Cluster 0, huiway.net, -1
Cluster 0, shenxiaozhineng.com, -1
Cluster 0, vvfind.net, 1
Cluster 0, nvr-china.com, -1
Cluster 0, showutech.com, 1
Cluster 0, adups.cn, -1
Cluster 0, youbanban.com, 1
Cluster 0, honganrobots.com, 1
Cluster 0, irest.tv, -1
Cluster 0, leyingtt.com, -1
Cluster 0, weekey.cn, 1
Cluster 0, bdisy.com, -1
Cluster 0, gps007.cc, -1
Cluster 0, wangcaio2o.com, 1
Cluster 0, aicares.net, 1
Cluster 0, kang.cn, 1
Cluster 0, cangoonline.net, 1
Cluster 0, 4008597597.com, 1
Cluster 0, midea-hotwater.com, 1
Cluster 0, accountkit.com, -1
Cluster 0, vehstar.com, -1
Cluster 0, richcar.net, -1
Cluster 0, amso.com.cn, -1
Cluster 0, lyckdevice.tech, -1
Cluster 0, cusoun.com, -1
Cluster 0, yjm2m.com, -1
Cluster 0, nist.gov, 0
Cluster 0, mmarket.com, -1
Cluster 0, evcar.com, 1
Cluster 0, osv.cn, 1
Cluster 0, dingdangddc.com, -1
Cluster 0, maroon91.com, 1
Cluster 0, aucmace.com, 1
Cluster 0, sandai.net, -1
Cluster 0, map10000.com, 1
Cluster 0, googleusercontent.com, -1
Cluster 0, hxznkj.net, -1
Cluster 0, ikuijia.com, 1
Cluster 0, nfsq.com.cn, 1
Cluster 0, cheerzing.com, 1
Cluster 0, hitachi-helc.com, -1
Cluster 0, lektecdc.com, 1
Cluster 0, suning.cn, -1
Cluster 0, alcoholanalytics.com, -1
Cluster 0, zg118.com, -1
Cluster 0, i-cbao.com, 1
Cluster 0, cdguanjia.com, -1
Cluster 0, lantogx.com, -1
Cluster 0, smartmidea.net, -1
Cluster 0, getqood.com, 1
Cluster 0, zhangyue.com, -1
Cluster 0, naver.jp, -1
Cluster 0, shjky.cn, 1
Cluster 0, gpsonline.cn, 1
Cluster 0, juneyaoair.com, 1
Cluster 0, kytence.com, 1
Cluster 0, watermeter.vip, -1
Cluster 0, viber.com, -1
Cluster 0, 33song.com, 1
Cluster 0, xmsyhy.com, -1
Cluster 0, dafabc.net, -1
Cluster 0, lvxudong.com, -1
Cluster 0, feyin.net, 1
Cluster 0, huayusoft.com, 1
Cluster 0, bblbs.net, -1
Cluster 0, didigps.com, 1
Cluster 0, fangkuaiyi.com, -1
Cluster 0, motree.cn, -1
Cluster 0, qdong365.com.cn, 1
Cluster 0, zhhnfgs.cn, 1
Cluster 0, cardinfo.com.cn, 1
Cluster 0, yanguankeji168.com, -1
Cluster 0, chinaums.com, 1
Cluster 0, ydwgps.com, -1
Cluster 0, hayikeji.com, 1
Cluster 0, shoujiduoduo.com, -1
Cluster 0, 4007106666.com, 1
Cluster 0, koowo.com, -1
Cluster 0, agps.top, -1
Cluster 0, qxwz.com, 0
Cluster 0, gstatic.com, -1
