Cluster, Domain, DomianType
Cluster 0, here.com, -1
Cluster 0, midrive.com.cn, 1
Cluster 0, qingting.fm, 0
Cluster 0, happyelements.cn, 0
Cluster 0, zol-img.com.cn, -1
Cluster 0, apple.cn, -1
Cluster 0, 1931.com, -1
Cluster 0, runxintx.cn, -1
Cluster 0, gpsonextra.net, 0
Cluster 0, e-buychina.com, 1
Cluster 0, babytreeimg.com, -1
Cluster 0, sczsie.com, -1
Cluster 0, entrust.net, -1
Cluster 0, gvt1.com, -1
Cluster 0, hellobanma.com, -1
Cluster 0, gnss-aide.com, -1
Cluster 0, aliyun.com, 0
Cluster 0, ucweb.com, 0
Cluster 0, shangz99991.com, 1
Cluster 0, weiyun.com, -1
Cluster 0, sfx.ms, -1
Cluster 0, dable.io, -1
Cluster 0, flipboard.com, -1
Cluster 0, toastoven.net, -1
Cluster 0, vveye.net, -1
Cluster 0, myqcloud.com, -1
Cluster 0, wasu.tv, 0
Cluster 0, cloudmobi.net, -1
Cluster 0, quick-pass.net, 1
Cluster 0, 58.com, 0
Cluster 0, hdslb.com, -1
Cluster 0, feidee.com, -1
Cluster 0, qianxun.com, -1
Cluster 0, showutech.com, 1
Cluster 0, cmbchina.com, -1
Cluster 0, zebred.com, 1
Cluster 0, aliapp.org, -1
Cluster 0, huoshan.com, -1
Cluster 0, ksapisrv.com, 0
Cluster 0, wangcaio2o.com, 1
Cluster 0, letvimg.com, -1
Cluster 0, jinshuju.net, -1
Cluster 0, aicares.net, 1
Cluster 0, ccb.com, 1
Cluster 0, muwuya.com, -1
Cluster 0, or.kr, -1
Cluster 0, easytomessage.com, -1
Cluster 0, kunlunca.com, -1
Cluster 0, flurry.com, -1
Cluster 0, bilibili.com, -1
Cluster 0, glpals.com, -1
Cluster 0, sandai.net, -1
Cluster 0, carcdn.com, -1
Cluster 0, wgewj.cn, -1
Cluster 0, 58cdn.com.cn, -1
Cluster 0, zhangyue.com, -1
Cluster 0, chinanetcenter.com, -1
Cluster 0, oupeng.com, -1
Cluster 0, dpfile.com, -1
Cluster 0, 360kad.com, -1
Cluster 0, qchannel03.cn, -1
Cluster 0, igexin.com, 0
Cluster 0, cmcc-cs.cn, 1
Cluster 0, fangkuaiyi.com, -1
Cluster 0, yy.com, 0
Cluster 0, yanguankeji168.com, -1
Cluster 0, chinaums.com, 1
Cluster 0, 51taifu.com, -1
Cluster 0, daum.net, -1
Cluster 0, qxwz.com, 0
Cluster 0, gstatic.com, -1
Cluster 0, fuiou.com, 1
Cluster 0, 51.la, -1
Cluster 0, skype.com, -1
Cluster 0, sina.cn, 0
Cluster 0, hubpd.com, -1
Cluster 0, flxdns.com, -1
Cluster 0, 500.com, -1
Cluster 0, 163.com, 0
Cluster 0, 127.net, 0
Cluster 0, 17u.cn, -1
Cluster 0, wpart.cn, -1
Cluster 0, haiwainet.cn, -1
Cluster 0, trip.com, 0
Cluster 0, cjyun.org, -1
Cluster 0, mediatek.com, 0
Cluster 0, 360.cn, 0
Cluster 0, fun.tv, -1
Cluster 0, ebanma.com, 1
Cluster 0, akamai.net, 0
Cluster 0, ourwebpic.com, -1
Cluster 0, ksmobile.com, 1
Cluster 0, alibaba.com, -1
Cluster 0, txslicai.com, -1
Cluster 0, tencent-cloud.com, -1
Cluster 0, msn.com, -1
Cluster 0, douyucdn.cn, 0
Cluster 0, miaofutech.com, 1
Cluster 0, heweather.com, -1
Cluster 0, solar365.cn, 1
Cluster 0, duokan.com, -1
Cluster 0, sf-express.com, 1
Cluster 0, kaspersky.com, -1
Cluster 0, duowan.com, -1
Cluster 0, chinamobile.com, -1
Cluster 0, samsungiotcloud.cn, -1
Cluster 0, yangkeduo.com, 0
Cluster 0, bytecdn.cn, -1
Cluster 0, appsimg.com, -1
Cluster 0, cainiao.com, -1
Cluster 0, lenovomm.com, 0
Cluster 0, smucdn.com, -1
Cluster 0, aipai.com, -1
Cluster 0, udesk.cn, -1
Cluster 0, trendmicro.com, -1
Cluster 0, yunfandns.com, -1
Cluster 0, mzstatic.com, -1
Cluster 0, baiducontent.com, 0
Cluster 0, nheos.com, -1
Cluster 0, meibu.net, -1
Cluster 0, wizarview.cn, -1
Cluster 0, duapp.com, 0
Cluster 0, youdao.com, -1
Cluster 0, gzlzfm.com, -1
Cluster 0, 4008117117.com, 0
Cluster 1, qq.com, 0
Cluster 2, ofo.so, 1
Cluster 3, xqchuxing.com, -1
Cluster 3, gghypt.net, 0
Cluster 3, ankerjiedian.com, 1
Cluster 3, mobike.com, 1
Cluster 4, url.cn, 0
Cluster 4, ugdtimg.com, -1
Cluster 4, gtimg.com, 0
Cluster 4, gtimg.cn, 0
Cluster 4, qlogo.cn, 0
Cluster 4, qpic.cn, 0
Cluster 5, samsungcloud.com, 0
Cluster 5, ungps.com, 1
Cluster 5, icloud-content.com, -1
Cluster 5, diditaxi.com.cn, -1
Cluster 5, qiniu.com, 1
Cluster 5, naver.com, 0
Cluster 6, aaplimg.com, 0
Cluster 6, lizhi.fm, 0
Cluster 6, maiyaole.com, -1
Cluster 6, bdstatic.com, 0
Cluster 6, 1sapp.com, -1
Cluster 6, qingcdn.com, -1
Cluster 6, vivo.com.cn, 0
Cluster 6, yximgs.com, 0
Cluster 6, cibntv.net, -1
Cluster 6, ksyuncdn.com, -1
Cluster 6, myapp.com, 0
Cluster 6, sinaimg.cn, 0
Cluster 6, unity3d.com, -1
Cluster 6, huya.com, -1
Cluster 6, ludashi.com, -1
Cluster 6, ixiguavideo.com, -1
Cluster 6, jomodns.com, -1
Cluster 6, xiami.net, 0
Cluster 6, dwstatic.com, -1
Cluster 6, 126.net, 0
Cluster 6, wsdvs.com, -1
Cluster 6, kunlunle.com, -1
Cluster 6, alicdn.com, 0
Cluster 6, xcarimg.com, -1
Cluster 6, etoote.com, 1
Cluster 6, aiyounet.cn, -1
Cluster 6, youku.com, 0
Cluster 6, pstatp.com, 0
Cluster 6, kwimgs.com, -1
Cluster 6, windowsupdate.com, 0
Cluster 6, nearme.com.cn, 0
Cluster 6, ixigua.com, -1
Cluster 6, kunlunhuf.com, -1
Cluster 6, smtcdns.com, -1
Cluster 6, microsoft.com, -1
Cluster 6, bcebos.com, -1
Cluster 6, netease.com, 0
Cluster 6, hicloud.com, 0
Cluster 7, line-scdn.net, -1
Cluster 7, appspot.com, -1
Cluster 7, alibabadns.com, 0
Cluster 7, irs01.com, 1
Cluster 7, openspeech.cn, 0
Cluster 7, mmstat.com, 0
Cluster 7, teddymobile.cn, -1
Cluster 7, getui.net, 0
Cluster 7, cmpassport.com, 1
Cluster 7, whatsapp.net, 0
Cluster 7, miaozhen.com, -1
Cluster 7, amap.com, 0
Cluster 7, aliyun-inc.com, -1
Cluster 7, getui.com, 0
Cluster 7, tbcache.com, 0
Cluster 7, admaster.com.cn, -1
Cluster 7, sogou.com, 0
Cluster 7, xiaomi.net, 0
Cluster 7, xdrig.com, -1
Cluster 7, tcdnlive.com, -1
Cluster 7, baidu.com, 0
Cluster 7, twitter.com, -1
Cluster 7, taobao.com, 0
Cluster 7, servicewechat.com, -1
Cluster 7, zk2013.com, 1
Cluster 7, qchannel01.cn, -1
Cluster 7, tanx.com, -1
Cluster 7, toutiaocdn.cn, -1
Cluster 7, umeng.com, 0
Cluster 7, alipay.com, 1
Cluster 7, youtube.com, -1
Cluster 7, qmlog.cn, -1
Cluster 7, facebook.com, 0
Cluster 7, gepush.com, 0
Cluster 7, twimg.com, -1
Cluster 7, umengcloud.com, 0
Cluster 7, mi-idc.com, -1
Cluster 7, accountkit.com, -1
Cluster 7, naver.jp, -1
Cluster 7, shoujiduoduo.com, -1
Cluster 7, oemeoapi.com, -1
Cluster 7, shifen.com, 0
Cluster 7, sharesdk.cn, -1
Cluster 7, line.me, 0
Cluster 8, zhimoo.com, 1
Cluster 8, rokyinfo.net, -1
Cluster 8, jlmgps.com, -1
Cluster 8, 17sxin.com, -1
Cluster 8, yq1d.com, 1
Cluster 8, idatachina.com, 1
Cluster 8, fleety.com, 1
Cluster 8, edaoduo.com, -1
Cluster 8, vipcare.com, -1
Cluster 8, sjtu.edu.cn, -1
Cluster 8, ecarcloud.net, -1
Cluster 8, ktcarnet.com, 1
Cluster 8, 91isv.cn, -1
Cluster 8, sinobds.cn, 1
Cluster 8, cgqc.cn, -1
Cluster 8, topsail-iot.com, -1
Cluster 8, gpsxitong.com, 0
Cluster 8, ntp.org.cn, 0
Cluster 8, inmobi.com, -1
Cluster 8, sina.com, 0
Cluster 8, baoxingtech.com, -1
Cluster 8, suianbo.cn, 1
Cluster 8, wostore.cn, -1
Cluster 8, bfgps.com, -1
Cluster 8, gps903.net, 1
Cluster 8, zemt.cn, 1
Cluster 8, cvnavi.com, 1
Cluster 8, yichebang.net, 1
Cluster 8, tianxing.com, 1
Cluster 8, blibee.com, -1
Cluster 8, ivmc.net, -1
Cluster 8, shinemonitor.com, -1
Cluster 8, aiqiangua.com, 1
Cluster 8, lbs-simcom.com, -1
Cluster 8, 58995899.net, 1
Cluster 8, yusong.com.cn, 1
Cluster 8, beidou360.org, 1
Cluster 8, easy-pay.com.cn, 1
Cluster 8, gps110.org, 1
Cluster 8, yuyugps.com, -1
Cluster 8, tanway.net, 1
Cluster 8, xunwaytech.com, 1
Cluster 8, haro-sh.cn, 1
Cluster 8, tcnvmms.com, 1
Cluster 8, gps669.net, -1
Cluster 8, chinacityguard.com.cn, 1
Cluster 8, shouqiev.com, 1
Cluster 8, fullway.com.cn, 1
Cluster 8, wlaa.com.cn, 1
Cluster 8, shjgj.gov.cn, 1
Cluster 8, kartor.cn, 1
Cluster 8, dianping.com, 0
Cluster 8, wicp.net, -1
Cluster 8, 50yaya.com, 1
Cluster 8, jiguang.cn, -1
Cluster 8, bangoplus.com, 1
Cluster 8, geni4s.com, 1
Cluster 8, jambocloud.com, 1
Cluster 8, ubox.cn, 1
Cluster 8, suibianzhua.com, 1
Cluster 8, cvtsp.com, 1
Cluster 8, zillionsource.com, 1
Cluster 8, niu.com, 1
Cluster 8, gstarworld.com.cn, 1
Cluster 8, kingwings.cn, 1
Cluster 8, firecc.cn, 1
Cluster 8, gps009.cc, 1
Cluster 8, china-gis.com, -1
Cluster 8, 02rc.com, -1
Cluster 8, co.kr, -1
Cluster 8, gps112.com, 1
Cluster 8, 952100.com, -1
Cluster 8, e22a.com, -1
Cluster 8, liebaozhaoche.cn, -1
Cluster 8, co.jp, -1
Cluster 8, btiot.com.cn, -1
Cluster 8, networkbench.com, -1
Cluster 8, shgxkj1230.com, 1
Cluster 8, mwee.cn, 1
Cluster 8, yaxon.mobi, 1
Cluster 8, gmyun.net, -1
Cluster 8, chinacloudapp.cn, -1
Cluster 8, echepin.cn, -1
Cluster 8, thingyu.com, -1
Cluster 8, supatent.cn, -1
Cluster 8, zjtrack.com, 1
Cluster 8, mytogo.com, 1
Cluster 8, hoymiles.com, -1
Cluster 8, shrenj.com, 1
Cluster 8, chcedo.com, -1
Cluster 8, gpsos.com.cn, 1
Cluster 8, x9water.com, 1
Cluster 8, sharemao.com, 1
Cluster 8, oznerwater.com, -1
Cluster 8, i-elitech.cn, 1
Cluster 8, rqsjcj.com.cn, 1
Cluster 8, weitepai.com, 1
Cluster 8, tpvms.org, 1
Cluster 8, sbycjk.cn, -1
Cluster 8, originate.org.cn, 1
Cluster 8, shsyf.com, 1
Cluster 8, yadea.com.cn, 1
Cluster 8, eoutech.net, 1
Cluster 8, bdiov.net, -1
Cluster 8, leadu.com.cn, 1
Cluster 8, zhuineng.com, 1
Cluster 8, my-idog.com, 1
Cluster 8, dfcv.com.cn, -1
Cluster 8, naveco.com.cn, 1
Cluster 8, freetis.net, -1
Cluster 8, gps98.cn, 1
Cluster 8, intestcar.com, 1
Cluster 8, neoway.com, 0
Cluster 8, bldimg.com, 0
Cluster 8, myasiatek.cn, -1
Cluster 8, meeyou.me, 1
Cluster 8, gps0123.com, -1
Cluster 8, voiceads.cn, -1
Cluster 8, getein.cn, 1
Cluster 8, adkmob.com, -1
Cluster 8, gpssafesum.com, -1
Cluster 8, jygps.com.cn, -1
Cluster 8, cheweishi.cn, 1
Cluster 8, heclouds.com, 1
Cluster 8, zhijiaxing.net, -1
Cluster 8, brightdairy.com, 0
Cluster 8, mfhcd.com, -1
